business_id,business_type,business_age_months,loan_amount_requested,loan_purpose,stated_annual_turnover,avg_monthly_bank_credit,turnover_bank_ratio,num_employees_stated,gst_returns_filed_last_12,gst_filing_consistency,num_companies_director_linked,any_linked_company_defaulted,address_type,num_businesses_at_same_address,address_verified,years_of_itr_filed,itr_turnover_match,existing_loans,loan_to_turnover_ratio,application_hour,is_ghost
B2790,Partnership,47,500000,expansion,7739648,632686,1.02,48.0,7,4431.88,7,0,virtual office,22,1,5.0,1,3,0.06,0,0
B2791,Proprietorship,31,500000,inventory,3384509,329364,0.86,4.0,11,3992.35,9,1,commercial,49,1,8.0,1,0,0.15,17,0
B2792,Partnership,109,250000,expansion,13658795,1438245,0.79,18.0,7,15338.5,9,1,residential,18,1,7.0,1,3,0.02,9,1
B2793,LLP,17,250000,expansion,17156913,1569999,0.91,23.0,5,1797.39,3,0,commercial,21,0,6.0,0,4,0.01,6,0
B2794,Pvt Ltd,23,500000,equipment purchase,1716396,143560,1.0,29.0,8,25021.49,8,0,virtual office,19,1,5.0,0,4,0.29,10,0
B2795,LLP,42,1000000,expansion,5819013,412393,1.18,2.0,3,19739.1,13,0,commercial,2,1,9.0,1,0,0.17,0,0
B2796,LLP,34,100000,expansion,17311403,1592246,0.91,13.0,4,27851.3,6,0,coworking,30,1,2.0,1,0,0.01,5,0
B2797,Pvt Ltd,96,2500000,inventory,19418203,2086395,0.78,16.0,3,14939.43,13,0,commercial,25,1,5.0,1,2,0.13,4,0
B2798,LLP,78,100000,working capital,18819836,1545945,1.01,8.0,4,24287.7,4,0,commercial,26,1,3.0,1,3,0.01,21,0
B2799,Partnership,96,250000,working capital,18542581,1231977,1.25,19.0,1,16737.24,4,0,commercial,39,1,4.0,1,2,0.01,12,0
B2800,Pvt Ltd,14,250000,inventory,11604256,736874,1.31,,4,9760.4,4,0,commercial,17,1,6.0,1,0,0.02,16,0
B2801,Proprietorship,64,100000,working capital,8955722,642986,1.16,3.0,9,32468.33,7,0,commercial,47,1,,0,2,0.01,17,0
B2802,Partnership,99,100000,expansion,14832214,1287516,0.96,,7,33671.8,6,0,commercial,16,0,8.0,1,0,0.01,6,0
B2803,Partnership,86,5000000,inventory,18709825,1977134,0.79,32.0,8,,2,0,commercial,27,1,8.0,0,1,0.27,5,0
B2804,Partnership,80,250000,inventory,12815681,939281,1.14,41.0,6,43737.59,5,0,commercial,49,1,5.0,0,3,0.02,6,0
B2805,LLP,12,100000,equipment purchase,17236229,1268636,1.13,21.0,6,35223.1,5,1,commercial,3,1,5.0,1,4,0.01,11,1
B2806,Partnership,65,100000,working capital,6534589,538399,1.01,25.0,5,34374.9,6,0,commercial,42,1,1.0,1,4,0.02,5,0
B2807,Proprietorship,31,1000000,equipment purchase,18196500,1897175,0.8,17.0,1,2833.78,7,0,commercial,38,1,7.0,1,2,0.05,22,0
B2808,Pvt Ltd,109,2500000,expansion,8421222,667685,1.05,25.0,9,5488.96,12,1,commercial,29,0,2.0,1,4,0.3,15,1
B2809,LLP,93,250000,inventory,5335441,370785,1.2,33.0,11,40628.14,11,0,commercial,2,1,0.0,0,1,0.05,22,0
B2810,Proprietorship,26,100000,expansion,15277116,1015773,1.25,31.0,10,11647.56,8,0,commercial,43,1,3.0,1,1,0.01,21,0
B2811,Pvt Ltd,22,250000,working capital,6954689,564610,1.03,36.0,9,17778.25,12,0,commercial,40,0,,0,2,0.04,7,0
B2812,LLP,101,100000,equipment purchase,3034867,298531,0.85,23.0,12,7264.87,10,1,commercial,14,1,,1,4,0.03,14,0
B2813,LLP,76,100000,working capital,5381550,392320,1.14,47.0,8,9757.6,14,0,commercial,12,1,6.0,1,4,0.02,22,0
B2814,Pvt Ltd,67,250000,expansion,17679232,1484338,0.99,44.0,4,38770.86,8,0,commercial,52,1,4.0,1,0,0.01,8,0
B2815,LLP,17,250000,equipment purchase,19445343,1720596,0.94,,5,13092.98,11,0,commercial,24,0,9.0,0,2,0.01,12,0
B2816,Proprietorship,82,500000,working capital,15118835,1222461,1.03,49.0,0,22451.75,5,0,commercial,28,1,4.0,1,0,0.03,20,0
B2817,LLP,77,250000,expansion,7711324,523736,1.23,44.0,4,7583.57,2,0,commercial,39,1,5.0,0,1,0.03,11,0
B2818,Pvt Ltd,12,2500000,working capital,6283736,656151,0.8,48.0,5,33896.5,10,0,virtual office,18,1,5.0,0,2,0.4,13,1
B2819,Pvt Ltd,84,2500000,inventory,8828555,764604,0.96,30.0,9,36413.49,8,0,residential,25,1,8.0,0,0,0.28,7,0
B2820,Pvt Ltd,75,500000,equipment purchase,18912759,1792741,0.88,13.0,10,18084.62,6,1,coworking,37,1,2.0,1,1,0.03,14,0
B2821,Partnership,88,250000,equipment purchase,13148693,1185163,0.92,43.0,1,39237.33,3,0,commercial,6,1,7.0,1,4,0.02,23,0
B2822,Pvt Ltd,80,250000,equipment purchase,4964878,537377,0.77,47.0,6,11995.33,4,1,commercial,45,0,6.0,1,2,0.05,23,0
B2823,LLP,21,250000,inventory,14161574,1149195,1.03,29.0,3,34595.19,12,0,coworking,30,1,8.0,1,0,0.02,3,1
B2824,Pvt Ltd,70,1000000,equipment purchase,17064743,1358045,1.05,16.0,4,36498.23,1,0,commercial,31,1,4.0,0,3,0.06,8,0
B2825,Pvt Ltd,66,500000,inventory,16373613,1249966,1.09,38.0,2,48432.87,3,0,commercial,34,1,6.0,1,4,0.03,19,0
B2826,Proprietorship,48,2500000,equipment purchase,7057507,539297,1.09,27.0,4,11616.08,4,0,commercial,19,0,7.0,1,0,0.35,5,0
B2827,Proprietorship,17,2500000,working capital,729652,52623,1.16,26.0,11,4685.52,2,0,commercial,58,1,8.0,1,0,3.43,5,0
B2828,Pvt Ltd,112,250000,working capital,12062940,1295135,0.78,11.0,3,13151.77,14,0,commercial,28,1,7.0,0,2,0.02,1,0
B2829,LLP,117,500000,working capital,3267049,332822,0.82,47.0,11,6143.11,12,0,residential,8,1,1.0,0,3,0.15,22,0
B2830,Pvt Ltd,113,100000,working capital,11764605,872545,1.12,37.0,9,8484.72,6,0,coworking,11,1,,0,4,0.01,6,0
B2831,LLP,98,250000,inventory,11629309,855856,1.13,,5,16705.73,8,0,commercial,53,1,3.0,1,4,0.02,0,0
B2832,LLP,63,250000,expansion,13459695,854825,1.31,26.0,1,20699.54,12,0,virtual office,16,1,3.0,0,2,0.02,20,1
B2833,Pvt Ltd,33,250000,expansion,19223914,1964393,0.82,34.0,2,45186.21,6,0,commercial,26,1,8.0,0,2,0.01,8,0
B2834,Pvt Ltd,81,2500000,working capital,9318645,716805,1.08,33.0,11,9780.79,10,0,commercial,1,1,6.0,1,2,0.27,4,0
B2835,Pvt Ltd,50,100000,expansion,16972732,1476018,0.96,15.0,9,48587.95,3,0,residential,57,1,5.0,1,3,0.01,22,0
B2836,Partnership,115,500000,expansion,11373496,1175476,0.81,2.0,0,40507.66,11,0,commercial,31,1,,1,2,0.04,8,0
B2837,Partnership,62,500000,equipment purchase,12302553,968682,1.06,28.0,6,44073.57,14,0,commercial,27,1,0.0,1,3,0.04,12,0
B2838,Pvt Ltd,20,500000,inventory,14323565,1413402,0.84,20.0,8,46472.2,4,0,commercial,48,1,9.0,1,3,0.03,0,0
B2839,Proprietorship,33,250000,working capital,8309345,663481,1.04,38.0,1,37662.06,14,0,commercial,44,0,3.0,1,1,0.03,19,0
B2840,Pvt Ltd,19,2500000,expansion,6247148,583361,0.89,44.0,6,39438.99,6,0,commercial,49,1,8.0,1,2,0.4,14,0
B2841,Pvt Ltd,53,500000,expansion,15604706,1246699,1.04,16.0,2,21890.91,4,0,coworking,9,1,3.0,0,2,0.03,16,0
B2842,Proprietorship,66,250000,working capital,13142580,1024743,1.07,46.0,4,25522.51,4,0,residential,26,1,1.0,1,4,0.02,7,0
B2843,Partnership,111,100000,equipment purchase,854100,92130,0.77,4.0,5,,11,0,commercial,6,1,7.0,1,2,0.12,14,1
B2844,Partnership,15,500000,working capital,13464507,1197679,0.94,,7,18912.8,2,0,commercial,7,1,5.0,1,3,0.04,18,0
B2845,LLP,103,1000000,equipment purchase,4785938,367095,1.09,,3,2097.35,10,0,coworking,13,1,0.0,1,2,0.21,10,0
B2846,Pvt Ltd,82,500000,expansion,16139862,1149550,1.17,46.0,1,38137.72,2,0,residential,49,1,3.0,1,0,0.03,7,0
B2847,Proprietorship,24,1000000,inventory,6087182,367188,1.38,20.0,2,,2,0,commercial,10,1,9.0,1,4,0.16,5,0
B2848,Pvt Ltd,50,500000,equipment purchase,4724019,442459,0.89,26.0,7,40743.8,2,0,commercial,43,1,4.0,0,0,0.11,5,0
B2849,LLP,31,100000,equipment purchase,10438512,803151,1.08,32.0,6,3777.56,8,0,commercial,46,0,0.0,0,3,0.01,7,0
B2850,Pvt Ltd,111,100000,working capital,16579044,1647891,0.84,13.0,5,31061.6,10,0,commercial,49,1,1.0,1,0,0.01,23,1
B2851,LLP,85,250000,expansion,16149149,1235841,1.09,5.0,4,12385.29,8,0,residential,31,1,8.0,1,3,0.02,22,0
B2852,Pvt Ltd,17,500000,inventory,17936228,1381085,1.08,44.0,10,45163.43,4,0,commercial,48,1,0.0,1,4,0.03,18,1
B2853,Pvt Ltd,112,1000000,working capital,16635884,1618544,0.86,42.0,4,5495.5,10,0,coworking,37,1,7.0,1,1,0.06,19,0
B2854,Partnership,82,250000,working capital,19519243,1616323,1.01,,0,42153.46,10,0,commercial,18,1,8.0,1,0,0.01,8,1
B2855,Pvt Ltd,67,500000,inventory,4962755,509069,0.81,41.0,5,4427.71,11,0,commercial,11,1,1.0,1,4,0.1,19,0
B2856,LLP,62,250000,expansion,7112216,624737,0.95,11.0,12,1254.87,14,0,commercial,10,1,1.0,0,1,0.04,23,0
B2857,Pvt Ltd,36,250000,inventory,18255203,1284537,1.18,37.0,8,11752.97,3,0,commercial,28,1,6.0,1,3,0.01,5,0
B2858,Pvt Ltd,117,250000,working capital,11934838,1035310,0.96,32.0,7,16652.23,5,1,commercial,21,1,9.0,1,3,0.02,4,0
B2859,Pvt Ltd,33,100000,working capital,7435572,435229,1.42,45.0,11,31326.44,4,0,commercial,53,0,8.0,1,1,0.01,15,1
B2860,Pvt Ltd,114,100000,equipment purchase,19065950,1409988,1.13,42.0,9,6586.23,7,0,coworking,54,1,9.0,0,4,0.01,6,0
B2861,Proprietorship,60,100000,inventory,960287,66001,1.21,,0,21866.5,10,0,commercial,25,1,8.0,1,1,0.1,0,0
B2862,Pvt Ltd,89,100000,inventory,19560846,1780872,0.92,29.0,10,,7,0,commercial,6,0,2.0,0,0,0.01,9,0
B2863,Partnership,60,100000,inventory,9403115,612474,1.28,,12,42765.17,6,0,commercial,42,1,,1,1,0.01,18,0
B2864,LLP,98,500000,working capital,14263963,1038961,1.14,20.0,5,2248.33,7,0,commercial,11,1,5.0,1,2,0.04,4,0
B2865,LLP,84,250000,expansion,13856471,1037832,1.11,44.0,2,17796.89,12,0,commercial,33,0,7.0,1,0,0.02,19,0
B2866,LLP,56,5000000,working capital,15166615,887216,1.42,36.0,5,31568.7,7,0,commercial,5,1,7.0,1,4,0.33,18,0
B2867,LLP,29,100000,equipment purchase,11433006,693659,1.37,5.0,8,45654.41,13,0,commercial,34,1,7.0,1,0,0.01,18,0
B2868,Proprietorship,49,250000,working capital,6340210,468475,1.13,40.0,5,43399.67,8,0,virtual office,32,1,7.0,1,3,0.04,8,1
B2869,Pvt Ltd,97,250000,working capital,10032379,696760,1.2,37.0,7,44759.6,11,1,commercial,43,1,9.0,1,3,0.02,20,0
B2870,Pvt Ltd,85,100000,working capital,9277896,595443,1.3,33.0,5,3142.66,13,1,residential,46,0,5.0,0,3,0.01,2,1
B2871,Proprietorship,58,1000000,equipment purchase,9688036,639811,1.26,18.0,5,42046.16,1,1,commercial,24,1,8.0,1,0,0.1,20,0
B2872,Partnership,111,100000,inventory,12006628,1201985,0.83,19.0,6,38995.63,3,0,commercial,13,0,4.0,1,3,0.01,8,1
B2873,Proprietorship,36,2500000,expansion,9727525,899789,0.9,32.0,10,45121.58,12,1,commercial,55,1,3.0,0,4,0.26,18,0
B2874,LLP,21,2500000,expansion,8936438,737606,1.01,42.0,12,15578.81,3,0,commercial,43,0,6.0,1,4,0.28,15,0
B2875,Proprietorship,88,500000,equipment purchase,14165858,1470091,0.8,22.0,9,45588.26,5,1,commercial,6,1,2.0,1,0,0.04,20,0
B2876,LLP,43,500000,inventory,18121220,1083847,1.39,41.0,10,20132.05,10,0,commercial,34,1,7.0,1,1,0.03,1,0
B2877,LLP,107,500000,inventory,6007220,454026,1.1,1.0,3,31704.98,14,0,coworking,51,1,7.0,1,1,0.08,7,0
B2878,Pvt Ltd,31,250000,equipment purchase,2215027,220400,0.84,25.0,12,21208.95,13,0,residential,25,1,4.0,0,4,0.11,13,0
B2879,LLP,96,500000,working capital,3957134,355144,0.93,20.0,12,21382.42,13,0,commercial,41,1,9.0,1,0,0.13,5,0
B2880,Pvt Ltd,27,100000,inventory,10598567,1138473,0.78,35.0,7,27331.85,7,0,commercial,23,1,7.0,0,4,0.01,11,1
B2881,Pvt Ltd,96,100000,expansion,12487581,1318177,0.79,45.0,3,17796.34,10,1,commercial,50,1,2.0,1,3,0.01,23,1
B2882,Proprietorship,19,500000,equipment purchase,14618617,976968,1.25,6.0,6,39636.85,6,0,commercial,46,0,2.0,0,3,0.03,0,1
B2883,Pvt Ltd,93,500000,expansion,18237057,1950137,0.78,6.0,0,31681.94,4,0,residential,13,1,3.0,1,4,0.03,17,0
B2884,Pvt Ltd,16,2500000,working capital,1689611,178439,0.79,37.0,11,34487.79,6,1,virtual office,28,1,8.0,0,3,1.48,22,1
B2885,Pvt Ltd,82,100000,equipment purchase,9557764,736080,1.08,49.0,8,11551.74,7,0,commercial,44,1,4.0,1,2,0.01,6,0
B2886,Partnership,86,1000000,expansion,7356716,790680,0.78,3.0,9,48478.76,4,1,commercial,44,1,5.0,0,2,0.14,11,0
B2887,LLP,35,250000,expansion,572613,34428,1.39,37.0,8,33008.8,11,0,commercial,13,1,3.0,1,2,0.44,11,0
B2888,LLP,85,250000,working capital,18591197,1698693,0.91,31.0,6,9859.79,8,0,residential,7,0,8.0,0,1,0.01,5,0
B2889,Proprietorship,63,250000,equipment purchase,6022070,431425,1.16,35.0,7,37524.51,5,0,commercial,48,1,3.0,1,1,0.04,22,0
B2890,Proprietorship,77,250000,inventory,9688437,627873,1.29,45.0,1,8685.71,3,0,coworking,17,0,2.0,1,0,0.03,19,0
B2891,Pvt Ltd,38,100000,inventory,2002228,174614,0.96,15.0,9,3169.24,2,1,residential,9,1,1.0,0,1,0.05,1,0
B2892,LLP,110,500000,expansion,9765845,719262,1.13,17.0,11,26377.67,1,1,coworking,14,1,2.0,1,4,0.05,10,0
B2893,Proprietorship,17,1000000,working capital,13370813,1225763,0.91,15.0,9,27676.2,4,0,commercial,30,1,0.0,1,0,0.07,15,0
B2894,LLP,86,250000,expansion,13338368,1138194,0.98,5.0,6,9448.28,2,0,commercial,41,1,7.0,1,0,0.02,0,0
B2895,Pvt Ltd,91,500000,working capital,18892479,1472910,1.07,,12,17418.95,12,0,residential,38,1,0.0,1,4,0.03,5,1
B2896,Proprietorship,95,1000000,inventory,15752682,1062115,1.24,46.0,2,47288.46,3,0,residential,58,1,5.0,1,2,0.06,9,0
B2897,LLP,27,1000000,expansion,15095300,1334361,0.94,11.0,5,14250.16,1,0,commercial,30,1,1.0,1,1,0.07,8,0
B2898,Pvt Ltd,105,500000,expansion,16363558,1632999,0.84,28.0,4,,14,0,coworking,33,1,2.0,1,0,0.03,9,0
B2899,LLP,108,250000,working capital,14311936,1264224,0.94,,4,49628.1,13,0,coworking,56,1,,0,2,0.02,17,0
B2900,Pvt Ltd,112,2500000,equipment purchase,7880864,700289,0.94,39.0,8,15115.28,6,0,commercial,54,0,8.0,0,3,0.32,17,0
B2901,Pvt Ltd,57,500000,working capital,6942626,582661,0.99,3.0,5,34012.68,4,0,commercial,57,1,5.0,1,2,0.07,8,0
B2902,Proprietorship,78,250000,equipment purchase,8481415,659390,1.07,42.0,2,11578.01,5,0,commercial,25,1,6.0,0,2,0.03,12,0
B2903,Pvt Ltd,101,250000,inventory,9517883,772911,1.03,11.0,1,27506.06,8,0,virtual office,31,1,4.0,1,1,0.03,9,1
B2904,LLP,13,1000000,expansion,13788234,1486515,0.77,30.0,8,19314.1,11,0,residential,23,1,6.0,1,3,0.07,8,0
B2905,LLP,102,100000,expansion,12385152,1186705,0.87,38.0,9,48078.96,4,0,commercial,52,0,5.0,1,0,0.01,3,0
B2906,Pvt Ltd,103,5000000,working capital,1322317,105601,1.04,5.0,3,,6,0,commercial,27,0,4.0,0,4,3.78,14,1
B2907,Partnership,36,100000,working capital,2618309,212601,1.03,22.0,10,,3,0,commercial,33,0,2.0,1,0,0.04,23,1
B2908,Pvt Ltd,119,1000000,inventory,11005434,916917,1.0,13.0,4,,8,1,commercial,51,1,1.0,1,1,0.09,7,1
B2909,Pvt Ltd,71,250000,inventory,15736709,1436746,0.91,44.0,8,49461.71,13,0,commercial,54,1,4.0,1,0,0.02,1,0
B2910,Pvt Ltd,72,500000,equipment purchase,19245547,1571037,1.02,21.0,4,5082.92,3,0,residential,47,1,7.0,1,1,0.03,3,0
B2911,Pvt Ltd,106,2500000,inventory,14562133,1349069,0.9,37.0,6,41716.04,7,0,residential,49,1,4.0,0,1,0.17,5,0
B2912,Pvt Ltd,117,250000,inventory,5134391,384015,1.11,25.0,1,19105.82,7,0,commercial,20,1,2.0,1,0,0.05,19,0
B2913,Proprietorship,22,500000,inventory,14006837,1104653,1.06,21.0,1,29741.44,3,0,residential,56,0,9.0,1,4,0.04,6,0
B2914,Partnership,37,100000,inventory,11927855,1211106,0.82,28.0,3,18752.4,3,0,commercial,28,1,2.0,1,4,0.01,12,0
B2915,Pvt Ltd,47,100000,equipment purchase,1216300,90953,1.11,41.0,7,20055.81,10,0,commercial,8,1,4.0,1,0,0.08,4,0
B2916,LLP,27,250000,inventory,18953309,2019573,0.78,,1,7942.88,10,0,residential,22,1,8.0,1,3,0.01,3,1
B2917,Proprietorship,45,500000,equipment purchase,3091318,206990,1.24,29.0,9,28638.32,12,0,commercial,54,1,7.0,1,2,0.16,21,1
B2918,Proprietorship,68,100000,working capital,2983277,210074,1.18,47.0,6,27335.8,11,0,commercial,35,1,6.0,1,4,0.03,5,0
B2919,LLP,36,100000,expansion,1019071,83071,1.02,35.0,12,9467.79,14,0,commercial,55,1,4.0,1,1,0.1,4,0
B2920,Pvt Ltd,54,250000,working capital,722274,70930,0.85,23.0,12,27086.52,8,0,commercial,31,1,8.0,1,4,0.35,21,0
B2921,Pvt Ltd,22,500000,inventory,12969970,1231007,0.88,7.0,0,48655.09,11,0,virtual office,44,0,1.0,1,3,0.04,4,1
B2922,Proprietorship,101,1000000,expansion,17532888,1175696,1.24,46.0,8,35720.43,3,0,commercial,24,1,5.0,0,0,0.06,6,0
B2923,Proprietorship,106,100000,inventory,650468,45641,1.19,46.0,9,24049.13,2,0,commercial,15,1,6.0,1,3,0.15,4,0
B2924,Pvt Ltd,84,100000,inventory,17731280,1544332,0.96,9.0,5,45804.2,5,0,virtual office,50,1,6.0,0,2,0.01,3,0
B2925,Pvt Ltd,80,2500000,working capital,11046290,807390,1.14,,10,28765.72,10,0,commercial,45,0,3.0,1,4,0.23,8,0
B2926,Partnership,54,250000,inventory,527122,41879,1.05,,0,,7,0,commercial,31,1,1.0,0,1,0.47,4,1
B2927,Proprietorship,107,2500000,working capital,1178627,97428,1.01,9.0,9,27375.48,9,0,commercial,5,1,0.0,1,1,2.12,21,0
B2928,Partnership,119,2500000,inventory,4283287,377124,0.95,4.0,5,9048.66,1,0,coworking,22,1,0.0,1,3,0.58,1,0
B2929,Proprietorship,78,1000000,equipment purchase,16421690,1164066,1.18,49.0,4,38375.24,12,0,residential,17,1,2.0,1,0,0.06,16,1
B2930,Pvt Ltd,40,100000,expansion,9551056,635052,1.25,25.0,11,48358.71,2,0,commercial,28,1,6.0,1,2,0.01,18,0
B2931,LLP,22,1000000,working capital,15801706,1236665,1.06,,12,18040.93,13,0,residential,53,1,4.0,1,0,0.06,6,1
B2932,LLP,15,1000000,working capital,10327056,644766,1.33,,4,21745.89,7,0,commercial,3,1,,0,4,0.1,16,0
B2933,Pvt Ltd,61,500000,expansion,4351304,368431,0.98,18.0,3,21074.82,9,0,commercial,19,1,8.0,1,3,0.11,16,0
B2934,LLP,48,250000,working capital,11939853,1197729,0.83,,6,14265.0,3,0,residential,38,1,7.0,1,3,0.02,15,0
B2935,Proprietorship,103,250000,expansion,16679767,1072210,1.3,7.0,12,39709.0,14,1,commercial,27,0,0.0,1,1,0.01,7,0
B2936,Pvt Ltd,67,100000,equipment purchase,17409724,1113697,1.3,35.0,8,30886.42,8,1,residential,17,1,3.0,1,4,0.01,18,1
B2937,Proprietorship,67,500000,inventory,7246526,451779,1.34,,12,3202.58,8,0,commercial,32,1,,0,1,0.07,17,0
B2938,LLP,106,500000,equipment purchase,12407681,1249781,0.83,38.0,3,41940.32,10,0,commercial,37,1,6.0,0,0,0.04,23,0
B2939,Partnership,34,250000,inventory,9238769,576208,1.34,32.0,1,9354.41,3,1,commercial,21,0,7.0,1,3,0.03,12,0
B2940,Pvt Ltd,36,500000,expansion,17361619,1866485,0.78,35.0,1,48957.56,12,0,commercial,37,1,7.0,0,3,0.03,13,0
B2941,Pvt Ltd,69,250000,equipment purchase,6976480,531955,1.09,28.0,1,18833.16,2,0,commercial,51,1,3.0,1,2,0.04,17,0
B2942,LLP,39,500000,inventory,13931583,1041684,1.11,44.0,6,30822.48,9,0,commercial,54,1,6.0,1,0,0.04,12,0
B2943,Pvt Ltd,48,2500000,expansion,10389604,653661,1.32,,3,3891.18,14,0,residential,11,1,1.0,1,4,0.24,9,1
B2944,Proprietorship,38,100000,inventory,9993948,875623,0.95,30.0,3,17233.16,5,0,commercial,1,0,,0,2,0.01,13,0
B2945,Proprietorship,55,250000,working capital,9980034,874524,0.95,22.0,0,40117.7,5,0,commercial,30,1,5.0,1,3,0.03,22,0
B2946,Pvt Ltd,29,100000,working capital,5624826,466993,1.0,17.0,3,23860.42,4,0,commercial,26,1,3.0,0,4,0.02,22,0
B2947,LLP,55,500000,expansion,14476649,1069597,1.13,10.0,5,45230.17,13,0,commercial,45,1,5.0,1,1,0.03,9,0
B2948,LLP,99,1000000,inventory,11782042,904417,1.09,7.0,1,,5,1,virtual office,49,1,6.0,1,0,0.08,5,1
B2949,Pvt Ltd,25,2500000,working capital,5063207,376492,1.12,4.0,3,46428.61,12,0,commercial,43,1,9.0,1,1,0.49,16,0
B2950,Partnership,60,250000,equipment purchase,1002704,79856,1.05,42.0,10,49130.5,14,0,virtual office,50,1,7.0,1,3,0.25,16,0
B2951,Proprietorship,101,5000000,inventory,13784247,1039645,1.1,27.0,6,22694.73,1,0,residential,36,1,3.0,0,2,0.36,10,0
B2952,LLP,65,100000,inventory,3842310,353912,0.9,7.0,12,28257.83,10,0,commercial,26,0,8.0,0,1,0.03,18,0
B2953,Proprietorship,18,500000,working capital,7643584,558919,1.14,23.0,8,41746.03,14,0,coworking,57,1,5.0,1,3,0.07,12,0
B2954,LLP,94,100000,working capital,12715528,964793,1.1,,1,11076.65,10,0,residential,42,1,0.0,1,1,0.01,11,1
B2955,Partnership,108,2500000,expansion,3873546,310295,1.04,8.0,7,43081.48,12,0,coworking,56,1,2.0,1,0,0.65,11,0
B2956,LLP,72,500000,inventory,19986482,1169837,1.42,8.0,5,29596.01,6,1,commercial,27,0,0.0,1,1,0.03,3,1
B2957,Proprietorship,119,500000,equipment purchase,15143969,1256002,1.0,,7,36275.01,11,0,commercial,26,1,5.0,0,0,0.03,15,0
B2958,Proprietorship,15,1000000,working capital,10584624,752824,1.17,5.0,1,3992.7,4,0,commercial,43,1,5.0,1,0,0.09,22,0
B2959,Pvt Ltd,119,100000,inventory,5225673,319502,1.36,7.0,10,38309.38,12,1,commercial,18,1,6.0,0,4,0.02,0,0
B2960,Proprietorship,67,100000,working capital,5059164,525568,0.8,22.0,0,15539.35,14,0,coworking,33,1,0.0,0,2,0.02,19,0
B2961,Pvt Ltd,38,2500000,expansion,5359778,399058,1.12,36.0,6,40261.61,12,0,residential,36,1,0.0,1,1,0.47,21,0
B2962,Pvt Ltd,62,250000,inventory,8120898,646728,1.05,2.0,12,25457.63,13,1,residential,37,1,4.0,1,3,0.03,13,1
B2963,Pvt Ltd,56,100000,inventory,19724020,1966494,0.84,24.0,8,13730.72,5,0,coworking,34,1,4.0,1,4,0.01,12,0
B2964,Partnership,91,500000,expansion,15047672,1003270,1.25,,8,,14,0,coworking,26,1,0.0,1,2,0.03,21,0
B2965,Proprietorship,42,500000,equipment purchase,12032134,1213425,0.83,48.0,1,,1,0,commercial,22,1,6.0,1,4,0.04,6,0
B2966,Proprietorship,24,100000,working capital,899104,63310,1.18,12.0,3,49284.3,4,0,residential,24,1,6.0,1,1,0.11,5,1
B2967,Proprietorship,36,250000,expansion,15670963,1375679,0.95,,12,18223.49,10,0,commercial,12,0,5.0,0,1,0.02,0,0
B2968,LLP,89,100000,inventory,1930954,178839,0.9,42.0,0,32460.98,3,0,commercial,11,1,6.0,1,1,0.05,18,0
B2969,Partnership,65,250000,expansion,15420054,1597271,0.8,26.0,10,30579.43,5,0,coworking,21,1,5.0,1,2,0.02,0,0
B2970,LLP,53,2500000,inventory,3467429,307613,0.94,,6,34377.84,10,1,virtual office,16,0,9.0,0,4,0.72,21,1
B2971,Pvt Ltd,94,5000000,expansion,13992790,1133344,1.03,45.0,1,1915.83,5,0,residential,36,1,1.0,1,3,0.36,22,0
B2972,Pvt Ltd,99,500000,equipment purchase,10910738,948653,0.96,6.0,3,14585.97,8,0,commercial,7,1,4.0,1,4,0.05,14,0
B2973,Proprietorship,81,100000,inventory,2703899,185047,1.22,23.0,11,45466.88,14,0,residential,53,1,6.0,1,2,0.04,11,1
B2974,Proprietorship,101,2500000,expansion,3150786,292352,0.9,2.0,1,,1,1,commercial,28,1,1.0,1,0,0.79,14,0
B2975,Pvt Ltd,69,500000,equipment purchase,13458563,910840,1.23,26.0,0,48032.18,3,0,commercial,24,1,4.0,0,0,0.04,2,0
B2976,Pvt Ltd,41,100000,equipment purchase,2591271,223356,0.97,,6,10675.16,5,0,commercial,55,0,2.0,1,0,0.04,9,0
B2977,Proprietorship,94,2500000,working capital,7692561,697819,0.92,18.0,5,49871.2,11,0,commercial,53,0,8.0,1,3,0.32,0,0
B2978,Pvt Ltd,105,1000000,inventory,2885987,298014,0.81,38.0,1,34879.05,3,1,commercial,13,0,9.0,1,2,0.35,0,0
B2979,Proprietorship,112,1000000,working capital,8879583,717850,1.03,32.0,3,38819.67,6,0,residential,14,1,0.0,0,2,0.11,22,0
B2980,Partnership,36,1000000,equipment purchase,10773281,1046085,0.86,14.0,11,19843.06,10,0,commercial,43,1,6.0,1,0,0.09,20,0
B2981,LLP,100,250000,working capital,4283424,285746,1.25,30.0,10,45350.41,13,0,residential,31,0,9.0,1,2,0.06,15,0
B2982,Pvt Ltd,62,250000,working capital,5816608,384728,1.26,13.0,2,27273.15,3,0,commercial,8,1,3.0,1,2,0.04,4,1
B2983,Proprietorship,117,500000,expansion,3095173,261768,0.99,40.0,11,34046.92,6,1,commercial,1,1,4.0,1,1,0.16,4,0
B2984,Proprietorship,106,250000,working capital,14128530,1245435,0.95,31.0,2,4740.41,8,1,commercial,40,1,0.0,1,3,0.02,10,1
B2985,LLP,113,250000,equipment purchase,18900134,1700074,0.93,37.0,2,31584.04,4,0,residential,51,1,4.0,1,2,0.01,10,0
B2986,Partnership,24,1000000,working capital,9291236,888400,0.87,45.0,10,43953.95,8,0,residential,17,1,,1,0,0.11,11,0
